employee_code,employee_name,email,role,department,manager,avg_login_time,avg_logout_time,login_frequency,weekend_logins,night_logins,failed_logins,usb_usage,files_accessed,large_file_transfers,external_emails,total_emails,web_browsing,job_search,after_hours_activity,unique_devices,avg_session_duration,O,C,E,A,N
KRL0062,Keaton Ronan Leonard,Keaton.Ronan.Leonard@dtaa.com,AdministrativeAssistant,2 - SoftwareManagement,Todd Vance Spears,7.25,15.263963963963963,1.2666666666666666,0,0,1,0.0,0,0,60,141,127,0,0,1,8.013963963963963,37,16,17,20,33
JDB0169,Jonah Dakota Bird,Jonah.Dakota.Bird@dtaa.com,Salesman,2 - Sales,Meredith Ainsley Wolf,9.690909090909091,15.745045045045043,2.2,0,0,0,626.0,1629,80,72,171,197,0,0,1,6.013589743589743,20,14,23,48,33
ZJS0269,Zorita Jaime Spears,Zorita.Jaime.Spears@dtaa.com,HardwareEngineer,3 - Engineering,Gage Kaden Odonnell,7.209649122807017,17.28153153153153,1.2666666666666666,0,0,2,0.0,0,0,42,111,115,1,0,1,10.073423423423423,30,34,16,35,27
CJM0521,Cleo Jeanette Morales,Cleo.Jeanette.Morales@dtaa.com,Technician,3 - FieldService,Burke Randall Burnett,8.997435897435897,17.01960784313725,1.7333333333333334,14,0,1,0.0,0,0,23,53,87,0,0,1,8.022222222222222,13,18,37,18,24
JRS0362,Jackson Rafael Sutton,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,11.433333333333334,13.390763052208836,5.566666666666666,0,84,0,0.0,0,0,34,135,118,0,169,122,0.4283433133732535,50,50,14,37,24
WXH0872,Wynne Xyla Hartman,Wynne.Xyla.Hartman@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,9.190251572327044,16.375641025641023,1.7666666666666666,0,2,0,154.0,158,6,93,181,174,0,4,3,5.763141025641025,17,20,19,21,25
MHA0798,Montana Hannah Arnold,Montana.Hannah.Arnold@dtaa.com,Mathematician,1 - Research,Sasha Britanney Quinn,8.236842105263158,17.254054054054052,1.2666666666666666,0,0,0,0.0,0,0,51,102,95,0,0,1,9.017567567567568,11,27,17,22,40
JZD0888,Jane Zia Day,Jane.Zia.Day@dtaa.com,Technician,3 - FieldService,Blythe Veda Cooke,9.21981981981982,18.277027027027028,1.2333333333333334,0,0,0,0.0,0,0,12,36,29,0,0,1,9.057207207207208,20,20,30,14,30
HDD0806,Hedwig Dai Duffy,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Sara Gail George,10.789583333333335,20.109259259259264,3.2,24,0,1,0.0,0,0,68,152,285,0,78,4,9.026666666666667,47,28,36,19,38
BSB0990,Bruce Sawyer Barrera,Bruce.Sawyer.Barrera@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Todd Vance Spears,7.205263157894737,15.29234234234234,1.2666666666666666,0,0,0,0.0,0,0,35,101,119,0,0,1,8.08918918918919,34,44,13,43,37
ALC0788,Amy Lucy Chen,Amy.Lucy.Chen@dtaa.com,AssemblySupervisor,3 - Assembly,Delilah Iliana Wilkinson,8.494736842105263,19.543693693693697,1.2666666666666666,0,0,0,0.0,0,0,17,38,29,0,0,1,11.05045045045045,34,18,15,36,35
JCR0921,Jonas Connor Riddle,Jonas.Connor.Riddle@dtaa.com,Physicist,1 - Research,Lillith Adena Matthews,8.450877192982455,19.544144144144145,1.2666666666666666,0,0,2,0.0,0,0,58,106,95,0,0,1,11.095045045045046,47,46,31,40,34
RRA0938,Rogan Reuben Alexander,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Caleb Mason Ball,9.209203980099502,16.293693693693694,2.2333333333333334,0,0,1,0.0,0,0,20,102,106,0,0,1,7.056313131313132,35,36,21,38,29
SHW0578,Seth Harlan Walls,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,3 - Assembly,Whilemina Pandora England,8.465350877192982,18.516666666666666,1.2666666666666666,0,0,1,0.0,0,0,6,13,10,0,0,1,10.053603603603602,39,42,14,49,31
GCL0016,Gil Calvin Lindsay,Gil.Calvin.Lindsay@dtaa.com,AdministrativeAssistant,1 - Personnel,Bethany Xerxes Johnson,10.217682926829267,17.737777777777772,2.7333333333333334,12,0,1,28.0,29,3,48,133,125,0,0,2,7.35946502057613,45,32,20,24,34
IHK0841,Ivor Herrod Kaufman,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,3 - Assembly,Amy Lucy Chen,8.483771929824561,19.533783783783786,1.2666666666666666,0,0,0,0.0,0,0,5,11,10,0,0,1,11.054504504504505,35,23,41,28,29
ALD0529,Alma Leila Duncan,Alma.Leila.Duncan@dtaa.com,Technician,3 - FieldService,Burke Randall Burnett,11.082843137254903,17.011261261261264,2.2666666666666666,0,0,0,0.0,0,0,15,38,29,0,0,1,5.889054726368159,35,21,19,21,27
KRG0158,Kenyon Raja Galloway,Kenyon.Raja.Galloway@dtaa.com,AdministrativeAssistant,,Hyatt Trevor Hayes,6.942105263157895,16.034684684684684,1.2666666666666666,0,0,1,0.0,0,0,65,135,145,0,0,1,9.095495495495497,34,38,42,14,27
TJB0302,Teegan Jillian Burris,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,3 - Assembly,Shannon Chantale Price,8.964912280701753,18.05135135135135,1.2666666666666666,0,0,0,0.0,0,0,4,10,10,0,0,1,9.087837837837839,42,47,24,40,29
ILC0838,Ivan Levi Craig,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,3 - Assembly,Amy Lucy Chen,8.453070175438596,19.54549549549549,1.2666666666666666,0,0,0,0.0,0,0,4,12,10,0,0,1,11.095945945945946,40,36,42,16,33
RIH0777,Renee Ivana Hayden,Renee.Ivana.Hayden@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,8.446491228070178,16.56846846846847,1.2666666666666666,0,0,1,0.0,0,0,15,36,29,0,0,1,8.123423423423423,26,44,19,16,27
HCW0419,Hermione Casey Witt,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,3 - Engineering,Hadassah Riley Baker,10.121568627450978,17.995045045045046,2.2666666666666666,0,0,0,0.0,0,0,40,111,99,0,0,1,7.833084577114427,40,21,35,34,35
DAL0673,Demetrius Alvin Levy,Demetrius.Alvin.Levy@dtaa.com,Physicist,1 - Research,Sarah Imelda Juarez,10.016911764705883,15.741025641025645,2.2666666666666666,0,0,0,71.0,74,2,56,107,107,0,0,2,5.644527363184079,39,35,46,41,36
RMS0266,Roth Mannix Simon,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,3 - Engineering,Ainsley MacKensie Doyle,7.4605263157894735,15.539189189189191,1.2666666666666666,0,0,0,0.0,0,0,56,109,110,0,0,1,8.07972972972973,33,40,25,23,37
KDT0346,Kibo Dolan Turner,Kibo.Dolan.Turner@dtaa.com,Technician,3 - FieldService,Garrett Nicholas Solomon,9.132850241545896,18.271621621621623,2.3,0,0,0,0.0,0,0,9,32,35,0,0,1,9.107598039215688,36,41,10,22,33
KAL0395,Kay Alexa Logan,Kay.Alexa.Logan@dtaa.com,ComputerScientist,2 - SoftwareManagement,Jocelyn Bree Mccray,7.989473684210527,19.047747747747746,1.2666666666666666,0,0,4,0.0,0,0,29,97,98,0,0,1,11.062612612612613,13,24,22,28,29
ARD0509,Abdul Ralph Deleon,Abdul.Ralph.Deleon@dtaa.com,Technician,3 - FieldService,Burke Randall Burnett,8.956578947368422,17.036936936936936,1.2666666666666666,0,0,0,0.0,0,0,15,36,30,0,0,1,8.082882882882883,50,40,35,32,32
BTL0722,Blair Todd Long,Blair.Todd.Long@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.715789473684212,16.804954954954955,1.2666666666666666,0,0,2,0.0,0,0,6,12,12,0,0,1,9.091441441441441,39,41,36,17,49
WPE0538,Whilemina Pandora England,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,3 - Assembly,Delilah Iliana Wilkinson,8.494736842105263,18.504954954954957,1.2666666666666666,0,0,1,0.0,0,0,15,37,29,0,0,1,10.013063063063061,21,16,23,22,35
CLF0852,Candice Lunea Fischer,Candice.Lunea.Fischer@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,10.036008230452675,16.255,2.7,0,0,1,0.0,0,0,98,192,168,0,0,2,5.402916666666667,36,45,28,18,26
HJA0018,Honorato Joseph Adkins,Honorato.Joseph.Adkins@dtaa.com,HumanResourceSpecialist,1 - Personnel,Bethany Xerxes Johnson,9.864285714285714,18.041891891891893,2.1,0,0,0,0.0,0,0,44,134,115,0,0,1,8.143010752688172,39,43,47,37,32
MIM0712,Mariko Ivana Mckee,Mariko.Ivana.Mckee@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.737280701754385,16.753603603603604,1.2666666666666666,0,0,0,0.0,0,0,4,12,10,0,0,1,9.020720720720721,16,15,39,23,22
JCW0858,Jeanette Cally Whitfield,Jeanette.Cally.Whitfield@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,7.717982456140351,17.756756756756758,1.2666666666666666,0,0,0,0.0,0,0,125,190,177,0,0,1,10.041441441441442,14,35,22,41,39
DFR0218,Daria Felicia Rowland,Daria.Felicia.Rowland@dtaa.com,ITAdmin,6 - Security,Frances Alisa Wiggins,11.895949074074075,14.137529137529137,4.8,0,62,1,0.0,0,0,71,131,138,0,123,103,0.8004629629629628,45,14,22,37,27
BAL0044,Byron Armand Livingston,Byron.Armand.Livingston@dtaa.com,ITAdmin,6 - Security,Frances Alisa Wiggins,11.151785714285714,12.777272727272724,6.533333333333333,1,87,1,262.0,607,44,58,133,139,0,650,116,0.3942176870748299,14,41,26,44,30
ASS0206,Ashely Sarah Shields,Ashely.Sarah.Shields@dtaa.com,SecurityGuard,6 - Security,Clinton Coby Wolfe,7.751315789473685,15.754054054054054,1.2666666666666666,0,0,0,0.0,0,0,101,176,154,0,0,1,8.008108108108107,12,18,20,28,30
ASG0048,Alec Scott Goff,Alec.Scott.Goff@dtaa.com,AdministrativeAssistant,,Kai Wynne Craft,7.940789473684209,17.0536036036036,1.2666666666666666,0,0,1,0.0,0,0,28,125,120,9,0,1,9.116666666666664,41,36,19,24,37
TET0621,Tyler Eden Talley,Tyler.Eden.Talley@dtaa.com,Salesman,2 - Sales,Winter Veda Burks,8.803,15.684693877551021,1.6666666666666667,0,0,0,0.0,0,0,87,178,168,0,0,3,5.509183673469387,30,37,44,32,27
ARA0252,Alexander Rafael Arnold,Alexander.Rafael.Arnold@dtaa.com,MechanicalEngineer,3 - Engineering,Harper Price Harris,9.861282051282053,17.054054054054053,2.1666666666666665,0,0,0,0.0,0,0,36,111,102,0,0,1,7.1578124999999995,39,39,27,21,35
AMR0318,Axel Malik Rosa,Axel.Malik.Rosa@dtaa.com,Salesman,2 - Sales,Meredith Ainsley Wolf,9.748067632850242,14.885,2.3,0,1,0,39.0,46,3,58,181,200,0,6,1,5.4299019607843135,45,50,17,25,21
WTF0387,William Trevor Fuentes,William.Trevor.Fuentes@dtaa.com,Mathematician,1 - Research,Kim Dara Sullivan,7.988596491228068,16.022972972972976,1.2666666666666666,0,0,2,0.0,0,0,56,108,102,0,0,1,8.03918918918919,40,23,40,25,24
AJL0462,Akeem Jerry Lopez,Akeem.Jerry.Lopez@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,10.081884057971015,16.323809523809523,2.3,0,4,1,0.0,0,0,4,12,9,0,7,1,6.547794117647058,16,24,44,31,28
SDF0017,Skyler Deborah Frazier,Skyler.Deborah.Frazier@dtaa.com,HumanResourceSpecialist,1 - Personnel,Bethany Xerxes Johnson,7.95438596491228,18.05990990990991,1.2666666666666666,0,0,1,0.0,0,0,49,131,127,0,0,1,10.107207207207209,11,40,39,18,30
RDM0150,Raven Deirdre Morrison,Raven.Deirdre.Morrison@dtaa.com,Accountant,1 - Accounting,Cedric Herrod Gilliam,8.48815789473684,16.506306306306307,1.2666666666666666,0,0,0,0.0,0,0,29,62,48,0,0,1,8.023873873873873,39,15,37,26,30
HKF0831,Hiroko Kiona Faulkner,Hiroko.Kiona.Faulkner@dtaa.com,ProductionLineWorker,3 - Assembly,Amy Lucy Chen,8.46359649122807,19.546396396396396,1.2666666666666666,0,0,1,0.0,0,0,7,12,10,0,0,1,11.083783783783785,23,42,49,21,24
DGF0443,Dustin Gage Franco,Dustin.Gage.Franco@dtaa.com,MechanicalEngineer,3 - Engineering,Cameron Noel Elliott,7.957894736842104,17.0463963963964,1.2666666666666666,0,0,0,0.0,0,0,34,97,105,0,0,1,9.08963963963964,39,44,18,28,33
CAB0614,Cora Aurora Buckner,Cora.Aurora.Buckner@dtaa.com,Salesman,2 - Sales,Winter Veda Burks,10.222297297297299,16.512698412698416,2.466666666666667,0,0,1,83.0,213,13,97,192,164,0,0,4,6.14931506849315,17,38,22,12,34
DBG0261,Devin Brett Guzman,Devin.Brett.Guzman@dtaa.com,ElectricalEngineer,3 - Engineering,Dylan Tiger Terry,7.701315789473682,16.805405405405406,1.2666666666666666,0,0,0,0.0,0,0,48,110,112,0,0,1,9.105855855855856,45,47,17,36,28
ZDW0859,Zeph Dakota Wilkerson,Zeph.Dakota.Wilkerson@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,9.658585858585859,17.785135135135135,2.2,0,0,0,0.0,0,0,66,188,172,0,0,1,8.083846153846155,39,45,26,41,32
BWH0813,Brock William Hunter,Brock.William.Hunter@dtaa.com,ComputerScientist,2 - SoftwareManagement,Sara Gail George,8.462719298245615,20.51396396396396,1.2666666666666666,0,0,1,0.0,0,0,40,105,95,0,50,1,12.05225225225225,36,36,33,20,30
DMG0358,Dorothy Marny Goff,Dorothy.Marny.Goff@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,11.736827956989249,13.671132897603487,6.2,0,74,0,0.0,0,0,79,130,115,1,148,108,0.6017921146953404,19,39,14,25,29
MAE0331,Magee Ashton Evans,Magee.Ashton.Evans@dtaa.com,Technician,3 - FieldService,Garrett Nicholas Solomon,7.213157894736841,18.291441441441442,1.2666666666666666,0,0,1,0.0,0,0,13,34,34,0,0,1,11.08063063063063,36,39,18,12,28
AMD0077,Ainsley MacKensie Doyle,Ainsley.MacKensie.Doyle@dtaa.com,ChiefEngineer,3 - Engineering,Declan Lester Moss,7.4982456140350875,15.504504504504506,1.2666666666666666,0,0,1,0.0,0,0,120,215,198,0,0,1,8.008558558558558,23,19,12,25,25
XLB0710,Xanthus Louis Buck,Xanthus.Louis.Buck@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.700438596491227,16.79369369369369,1.2666666666666666,0,0,0,0.0,0,0,3,10,10,0,0,1,9.096396396396397,46,38,39,36,20
DAG0558,Deirdre Amaya Garcia,Deirdre.Amaya.Garcia@dtaa.com,ComputerProgrammer,2 - SoftwareManagement,Stephanie Briar Harrington,9.036403508771928,17.990990990990994,1.2666666666666666,0,0,0,0.0,0,0,64,106,95,0,0,1,8.957657657657656,20,16,37,25,26
WLV0566,Whilemina Liberty Velez,Whilemina.Liberty.Velez@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Stephanie Briar Harrington,9.003070175438596,18.0,1.2666666666666666,0,0,2,0.0,0,0,33,99,95,0,0,1,8.999549549549549,10,19,38,24,39
FBW0747,Fuller Baker Warner,Fuller.Baker.Warner@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,8.262015503875972,16.76825396825397,1.4333333333333333,2,0,0,0.0,0,0,75,200,170,0,0,3,8.203174603174602,43,45,35,25,28
IBB0359,Ira Brendan Ball,Ira.Brendan.Ball@dtaa.com,ITAdmin,6 - Security,Francis Brian Armstrong,11.21685288640596,12.907545045045046,5.966666666666667,0,72,0,887.0,618,37,50,124,118,0,556,98,0.5003724394785847,48,33,21,43,38
RAM0447,Ramona Alma Moses,Ramona.Alma.Moses@dtaa.com,ProductionLineWorker,3 - Assembly,Armando Albert Walter,9.944379844961242,18.0,2.8666666666666667,18,0,0,0.0,0,0,9,15,20,0,0,1,8.022549019607842,35,12,23,45,39
AJD0074,Alden Jesse Day,Alden.Jesse.Day@dtaa.com,AdministrativeAssistant,3 - Engineering,Declan Lester Moss,9.14058823529412,15.222875816993461,2.8333333333333335,11,0,1,30.0,99,2,82,142,140,0,0,2,5.774801587301588,19,37,45,22,34
QJR0688,Quyn Jolie Rosario,Quyn.Jolie.Rosario@dtaa.com,ComputerProgrammer,2 - SoftwareManagement,Aurora Tatiana Payne,10.36446540880503,17.93782051282051,1.7666666666666666,4,0,0,85.0,201,9,63,133,95,0,0,2,6.476282051282051,19,18,22,26,35
HTF0641,Hilel Tobias Flynn,Hilel.Tobias.Flynn@dtaa.com,Technician,3 - FieldService,Hedwig Regina Livingston,9.227631578947367,21.249099099099098,1.2666666666666666,0,0,0,0.0,0,0,23,36,29,0,48,1,12.022072072072072,38,24,18,22,28
RDT0424,Rosalyn Daphne Tillman,Rosalyn.Daphne.Tillman@dtaa.com,SystemsEngineer,3 - Engineering,Hadassah Riley Baker,10.410307017543861,17.483333333333334,2.533333333333333,0,0,0,84.0,109,6,34,108,107,1,0,3,6.8437777777777775,38,44,19,34,28
XRS0633,Xenos Rudyard Small,Xenos.Rudyard.Small@dtaa.com,Technician,3 - FieldService,Hedwig Regina Livingston,11.422636815920397,21.281531531531535,2.2333333333333334,0,0,0,0.0,0,0,22,35,29,0,50,1,9.85273631840796,34,39,39,40,23
RLG0856,Risa Lana Guthrie,Risa.Lana.Guthrie@dtaa.com,Salesman,2 - Sales,Hashim Damon Dudley,9.812206572769952,17.468859649122813,2.3666666666666667,0,1,1,81.0,63,5,79,174,184,0,1,1,7.5600000000000005,18,36,42,18,26
MLD0755,Meredith Lunea Delaney,Meredith.Lunea.Delaney@dtaa.com,Salesman,2 - Sales,Lysandra Chastity Brennan,9.925260416666667,17.041441441441442,2.1333333333333333,0,0,1,0.0,0,0,93,177,169,0,0,1,7.078571428571428,24,18,19,43,37
ETR0177,Emerson Tyrone Rojas,Emerson.Tyrone.Rojas@dtaa.com,AdministrativeAssistant,3 - FieldService,Sharon Britanni Kerr,8.701754385964911,18.745945945945948,1.2666666666666666,0,0,1,0.0,0,0,47,131,114,0,0,1,10.045495495495498,18,15,41,26,39
RYB0718,Ruth Yael Burris,Ruth.Yael.Burris@dtaa.com,ProductionLineWorker,3 - Assembly,Alan Benjamin Holder,7.74561403508772,16.733333333333334,1.2666666666666666,0,0,0,0.0,0,0,4,11,11,0,0,1,8.98918918918919,19,18,42,13,21
AAE0190,August Armando Evans,August.Armando.Evans@dtaa.com,Manager,1 - Purchasing,Kirby Bo Pollard,8.21622807017544,18.294144144144145,1.2666666666666666,0,0,3,0.0,0,0,69,166,143,0,0,1,10.081531531531532,36,30,14,50,29
DVM0265,Deborah Victoria Mcclure,Deborah.Victoria.Mcclure@dtaa.com,MaterialsEngineer,3 - Engineering,Ainsley MacKensie Doyle,7.688372093023255,14.864682539682539,1.4333333333333333,0,0,0,0.0,0,0,51,115,100,0,0,3,6.480158730158729,47,40,10,24,31
JFC0757,Jolene Frances Carey,Jolene.Frances.Carey@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,8.510964912280704,16.522072072072074,1.2666666666666666,0,0,0,0.0,0,0,12,31,29,0,0,1,8.012162162162161,31,21,38,36,38
AOB0019,Azalia Orli Beach,Azalia.Orli.Beach@dtaa.com,HumanResourceSpecialist,1 - Personnel,Bethany Xerxes Johnson,7.99605263157895,17.986486486486488,1.2666666666666666,0,0,1,0.0,0,0,47,133,150,0,0,1,9.991441441441442,11,17,13,24,28
AIP0394,Anika Isabella Pennington,Anika.Isabella.Pennington@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Jocelyn Bree Mccray,10.010798122065728,17.26666666666667,2.3666666666666667,0,4,0,0.0,0,0,46,107,100,0,7,1,7.386854460093899,17,16,38,14,26
JJB0127,Jin Jonathan Buckley,Jin.Jonathan.Buckley@dtaa.com,MechanicalEngineer,2 - ManufacturingEngineering,Fritz Dale Ellison,8.21798245614035,19.251351351351353,1.2666666666666666,0,0,0,0.0,0,0,37,107,99,0,0,1,11.036036036036036,26,21,38,30,32
MCS0035,Mallory Carol Spence,Mallory.Carol.Spence@dtaa.com,SecurityGuard,6 - Security,Clinton Coby Wolfe,7.724561403508773,15.777027027027025,1.2666666666666666,0,0,0,0.0,0,0,79,165,153,0,0,1,8.054504504504504,42,17,38,15,33
ABC0253,Alec Boris Chase,Alec.Boris.Chase@dtaa.com,ElectricalEngineer,3 - Engineering,Dylan Tiger Terry,9.812801932367153,16.735135135135135,2.3,0,0,0,0.0,0,0,58,111,102,0,0,1,6.887990196078431,21,15,41,30,28
TQS0212,Tasha Quail Sanchez,Tasha.Quail.Sanchez@dtaa.com,SecurityGuard,6 - Security,Clinton Coby Wolfe,7.844166666666666,15.52692307692308,1.3333333333333333,0,0,1,0.0,0,0,73,156,143,0,0,3,7.41068376068376,14,42,45,20,27
RSM0277,Roanna Sacha Monroe,Roanna.Sacha.Monroe@dtaa.com,SystemsEngineer,3 - Engineering,Gage Kaden Odonnell,9.716041666666666,16.199290780141848,2.6666666666666665,0,0,0,99.0,72,4,65,110,110,0,0,2,5.94324894514768,37,38,20,50,22
JER0404,Jeanette Eliana Rivera,Jeanette.Eliana.Rivera@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Jocelyn Bree Mccray,7.957017543859649,19.056306306306304,1.2666666666666666,0,0,2,0.0,0,0,42,107,99,0,0,1,11.100450450450449,38,46,18,16,30
CIG0052,Chastity Ima Gibson,Chastity.Ima.Gibson@dtaa.com,AdministrativeAssistant,1 - Research,Summer Leilani Boyer,8.441666666666668,17.55495495495495,1.2666666666666666,0,0,0,0.0,0,0,53,134,114,0,0,1,9.115765765765769,17,45,17,16,24
IIW0249,Igor Ishmael Ward,Igor.Ishmael.Ward@dtaa.com,MechanicalEngineer,3 - Engineering,Harper Price Harris,7.5420289855072475,16.051111111111112,1.5333333333333334,5,3,2,746.0,92,6,60,128,211,0,12,2,7.945555555555556,39,36,43,38,28
HVF0067,Hector Vance Foster,Hector.Vance.Foster@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Vance Ira Alston,9.95917874396135,17.752631578947362,2.3,0,0,2,157.0,426,29,38,106,103,0,0,2,7.6438725490196076,44,35,22,43,41
HWW0436,Hayes William Wheeler,Hayes.William.Wheeler@dtaa.com,TestEngineer,3 - Engineering,Cameron Noel Elliott,10.253375527426158,15.389999999999997,2.6333333333333333,0,2,1,133.0,267,13,64,127,96,0,4,3,4.642521367521369,45,37,23,27,33
PEV0323,Plato Ethan Valdez,Plato.Ethan.Valdez@dtaa.com,Salesman,2 - Sales,Meredith Ainsley Wolf,9.35382882882883,14.44767441860465,2.466666666666667,1,3,0,0.0,0,0,80,192,170,0,7,3,5.278153153153154,47,34,40,22,29
PGO0433,Pearl Georgia Owen,Pearl.Georgia.Owen@dtaa.com,TestEngineer,3 - Engineering,Cameron Noel Elliott,7.952192982456141,17.06171171171171,1.2666666666666666,0,0,0,0.0,0,0,42,100,109,0,0,1,9.111261261261262,44,40,19,46,35
MVB0515,Mallory Virginia Bender,Mallory.Virginia.Bender@dtaa.com,Technician,3 - FieldService,Burke Randall Burnett,11.378958333333333,16.12721088435374,2.6666666666666665,0,0,2,88.0,355,15,15,35,27,0,0,6,4.327215189873419,38,14,33,31,28
TJG0582,Timon Jacob Gay,Timon.Jacob.Gay@dtaa.com,ProductionLineWorker,3 - Assembly,Whilemina Pandora England,8.43377192982456,18.567567567567572,1.2666666666666666,0,0,1,0.0,0,0,6,12,10,0,0,1,10.135585585585584,42,50,18,15,29
SRH0155,Sasha Rina Huffman,Sasha.Rina.Huffman@dtaa.com,AdministrativeAssistant,3 - FinancialPlanning,Libby Rosalyn Richard,9.22905982905983,15.47156862745098,2.6,1,1,0,0.0,0,0,52,145,135,0,2,2,5.580086580086581,34,14,37,45,28
IJM0444,Ian Jonas Morrow,Ian.Jonas.Morrow@dtaa.com,TestEngineer,3 - Engineering,Cameron Noel Elliott,10.47375,15.60833333333333,2.6666666666666665,0,1,0,72.0,340,22,28,94,107,3,3,3,4.578481012658227,36,35,39,35,26
CIM0271,Colt Ishmael Mccall,Colt.Ishmael.Mccall@dtaa.com,ComputerScientist,3 - Engineering,Gage Kaden Odonnell,9.378921568627453,16.880833333333335,2.2666666666666666,0,0,1,153.0,302,18,31,108,102,4,0,2,7.318407960199004,24,27,10,20,38
CSL0949,Cameron Shay Lester,Cameron.Shay.Lester@dtaa.com,ProductionLineWorker,3 - Assembly,Sandra Beverly Diaz,7.234649122807018,16.298198198198193,1.2666666666666666,0,0,0,0.0,0,0,4,11,10,0,0,1,9.066216216216219,36,20,18,25,28
AAN0823,Anthony Aidan Nixon,Anthony.Aidan.Nixon@dtaa.com,ProductionLineWorker,3 - Assembly,Amy Lucy Chen,8.505263157894735,19.502252252252255,1.2666666666666666,0,0,1,0.0,0,0,4,12,10,0,0,1,11.002702702702702,24,16,45,24,28
AKH0758,Adam Kendall Harrell,Adam.Kendall.Harrell@dtaa.com,Technician,3 - FieldService,Blaine Helen Cervantes,8.45877192982456,16.543693693693694,1.2666666666666666,0,0,0,0.0,0,0,15,38,29,0,0,1,8.087837837837839,24,38,40,37,27
HSG0818,Harrison Samuel Gonzales,Harrison.Samuel.Gonzales@dtaa.com,ComputerProgrammer,2 - SoftwareManagement,Sara Gail George,10.44368686868687,20.488288288288285,2.2,0,0,0,0.0,0,0,51,108,95,0,46,1,10.005128205128205,18,19,48,36,31
MIL0255,Mercedes Ina Landry,Mercedes.Ina.Landry@dtaa.com,ElectricalEngineer,3 - Engineering,Dylan Tiger Terry,7.7517543859649125,16.74054054054054,1.2666666666666666,0,0,0,0.0,0,0,74,112,105,0,0,1,8.990540540540541,38,16,39,21,27
JGM0934,Jared Geoffrey Morin,Jared.Geoffrey.Morin@dtaa.com,SoftwareEngineer,2 - SoftwareManagement,Caleb Mason Ball,9.392142857142858,16.265315315315316,2.3333333333333335,0,0,0,0.0,0,0,59,109,117,1,0,1,6.837439613526571,30,22,41,22,31
KCO0122,Kermit Coby Oliver,Kermit.Coby.Oliver@dtaa.com,IndustrialEngineer,1 - IndustrialEngineering,Grant Tyrone Doyle,10.623708920187791,19.17851851851852,2.3666666666666667,0,4,0,156.0,338,14,62,99,95,0,124,2,7.749061032863849,30,32,26,38,33
SGB0140,Scott Gary Burks,Scott.Gary.Burks@dtaa.com,ProductionLineWorker,3 - Assembly,Shannon Chantale Price,11.559915611814347,17.329591836734693,2.6333333333333333,0,0,0,0.0,0,0,6,12,10,0,0,3,5.386324786324786,50,45,40,16,24
NAF0326,Nichole Azalia Frye,Nichole.Azalia.Frye@dtaa.com,Salesman,2 - Sales,Meredith Ainsley Wolf,9.870701754385964,14.564207650273223,3.1666666666666665,18,0,0,209.0,485,20,108,232,343,0,0,9,4.3374113475177305,33,15,25,20,30
IUY0279,Igor Ulric Yang,Igor.Ulric.Yang@dtaa.com,TestEngineer,3 - Engineering,Rose Hanae Yates,11.56183574879227,18.262916666666666,2.3,0,0,0,0.0,0,0,49,113,90,0,0,2,6.671014492753623,38,38,17,21,29
EIM0156,Eve Isadora Mckenzie,Eve.Isadora.Mckenzie@dtaa.com,Statistician,3 - FinancialPlanning,Libby Rosalyn Richard,6.985087719298246,17.01081081081081,1.2666666666666666,0,0,2,0.0,0,0,32,113,114,0,0,1,10.027027027027028,19,31,43,45,33
ABH0663,Alan Benjamin Holder,Alan.Benjamin.Holder@dtaa.com,AssemblySupervisor,3 - Assembly,Delilah Iliana Wilkinson,7.694736842105263,16.814414414414415,1.2666666666666666,0,0,1,0.0,0,0,20,37,30,0,0,1,9.12117117117117,47,49,41,11,34
